//アイテム番号	// ※0番にはアイテムを設定しないで下さい。																																																		
// <武器>	名前	効果説明文	アイテム説明文	強化Lv	種類	アイコン番号	ソート番号	ランク	レア	トロフィー	DLCラベル(N+4桁)	解体	進化先判定スクリプト	進化段階	特性スロット数	属性１	属性１値	属性２	属性２値	属性３	属性３値	属性４	属性４値	属性５	属性５値	属性６	属性６値	LV1攻撃力	LV1防御力	LV2必要経験値	LV2攻撃力	LV2防御力	LV3必要経験値	LV3攻撃力	LV3防御力	特性１タイプ	特性１効果値	特性１反応カテゴリ	特性１必要特性値	特性２タイプ	特性２効果値	特性２反応カテゴリ	特性２必要特性値	特性３タイプ	特性３効果値	特性３反応カテゴリ	特性３必要特性値	進化先アイテム１	進化先アイテム２	進化先アイテム３	進化先アイテム４
// <防具>	名前	効果説明文	アイテム説明文	価格	種類	アイコン番号	ソート番号	ランク	レア	トロフィー	DLCラベル(N+4桁)	解体	--------	攻撃力	防御力	属性１	属性１値	属性２	属性２値	属性３	属性３値	属性４	属性４値	属性５	属性５値	属性６	属性６値	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------
// <腕>	名前	効果説明文	アイテム説明文	価格	種類	アイコン番号	ソート番号	ランク	レア	トロフィー	DLCラベル(N+4桁)	解体	--------	攻撃力	防御力	属性１	属性１値	属性２	属性２値	属性３	属性３値	属性４	属性４値	属性５	属性５値	属性６	属性６値	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------
// <アクセサリ>	名前	効果説明文	アイテム説明文	効果ｶﾃｺﾞﾘ(0以外で有効。同じｶﾃｺﾞﾘ値のものは重複装備できない)	種類	アイコン番号	ソート番号	ランク	レア	トロフィー	DLCラベル(N+4桁)	解体	--------	攻撃力	防御力	属性１	属性１値	属性２	属性２値	属性３	属性３値	属性４	属性４値	属性５	属性５値	属性６	属性６値	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------
// <素材>	名前	効果説明文	アイテム説明文	価格	種類	アイコン番号	ソート番号	ランク	レア	トロフィー	DLCラベル(N+4桁)	解体	--------	経験値	特性値	カテゴリ１	カテゴリ２	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------
// <衣装>	名前	サブ説明文	アイテム説明文	価格	種類	アイコン番号	ソート番号	ランク	レア	トロフィー	DLCラベル(N+4桁)	解体	同時装備判別用番号																																						
// <料理>	名前	効果説明文	アイテム説明文	効果時間	種類	アイコン番号	ソート番号	ランク	レア	トロフィー	DLCラベル(N+4桁)	解体	使用時スクリプト	使用条件	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------
// <その他>	名前	効果説明文	アイテム説明文	価格	種類	アイコン番号	ソート番号	ランク	レア	トロフィー	DLCラベル(N+4桁)	解体	使用時スクリプト	使用条件	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------	--------
825	Pretty Pebbles	Gift Item	An assortment of pebbles$nin all shapes and colors.	0	ITEM_TYPE_INVENTORY	326	115	3	1	1	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
826	Marx Story: Vol. II	Gift Item	The second volume of the$n"Marx Story" book series.	0	ITEM_TYPE_INVENTORY	326	116	4	1	1	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
827	Big Seed	Gift Item	A big plant seed that might$ngrow some big fruit.	0	ITEM_TYPE_INVENTORY	326	117	3	1	1	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
828	Small Ring	Gift Item	A child-size ring, but one$nof quality artistry.	0	ITEM_TYPE_INVENTORY	326	118	4	1	1	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
829	Old Stethoscope	Gift Item	Used to listen to$nanother's heartbeat.	0	ITEM_TYPE_INVENTORY	333	119	4	1	1	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
830	Bell Collar	Gift Item	When worn, the bell jingles$nas the pet walks around.	0	ITEM_TYPE_INVENTORY	333	120	4	1	1	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
831	---		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
832	---		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
833	---		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
834	---		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
835	---		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
836	---		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
837	---		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
838	---		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
839	---		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
//◆◆◆以下はアイテム一覧に表示されません◆◆◆																																																			
// DLCボックス	名前	効果説明文	アイテム説明文	プレビュー画像ＩＤ	種類（DLCは254固定）	アイコン番号	ソート番号	ランク	レア	トロフィー	DLCコンテントIDラベル	解体	使用時スクリプト	使用条件																																					
840	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
841	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
842	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
843	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
844	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
845	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
846	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
847	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
848	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
849	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
850	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
851	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
852	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
853	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
854	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
855	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
856	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
857	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
858	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
859	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
860	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
861	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
862	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
863	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
864	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
865	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
866	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
867	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
868	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
869	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
870	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
871	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
872	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
873	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
874	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
875	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
876	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
877	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
878	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
879	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
880	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
881	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
882	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
883	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
884	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
885	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
886	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
887	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
888	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
889	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
890	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
891	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
892	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
893	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
894	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
895	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
896	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
897	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
898	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
899	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
900	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
901	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
902	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
903	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
904	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
905	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
906	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
907	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
908	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
909	■DLCボックス		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
910	---		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
911	---		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
912	---		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
913	---		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
914	---		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
915	---		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
916	---		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
917	---		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
918	---		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
919	---		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
920	---		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
921	---		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
922	---		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
923	---		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
924	---		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
925	---		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
926	---		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
927	---		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
928	---		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
929	---		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
930	---		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
931	Various Vegetables		---	0	ITEM_TYPE_INVENTORY	414	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
932	Barricade: Enhance	#-1W#2CBarricade #4CEnhancement Lv increased.#0W	Increase Enhancement Lv	0	ITEM_TYPE_INVENTORY	415	2	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
933	Barricade: Enhance	#-1W#2CBarricade #4CEnhancement Lv increased.#0W	Increase Enhancement Lv	0	ITEM_TYPE_INVENTORY	415	3	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
934	Barricade: Enhance	#-1W#2CBarricade #4CEnhancement Lv increased.#0W	Increase Enhancement Lv	0	ITEM_TYPE_INVENTORY	415	4	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
935	Barricade: Enhance	#-1W#2CBarricade #4CEnhancement Lv increased.#0W	Increase Enhancement Lv	0	ITEM_TYPE_INVENTORY	415	5	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
936	Barricade: Enhance	#-1W#2CBarricade #4CEnhancement Lv increased.#0W	Increase Enhancement Lv	0	ITEM_TYPE_INVENTORY	415	6	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
937	Barricade: Enhance	#-1W#2CBarricade #4CEnhancement Lv increased.#0W	Increase Enhancement Lv	0	ITEM_TYPE_INVENTORY	415	7	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
938	Barricade: Enhance	#-1W#2CBarricade #4CEnhancement Lv increased.#0W	Increase Enhancement Lv	0	ITEM_TYPE_INVENTORY	415	8	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
939	Barricade: Enhance	#-1W#2CBarricade #4CEnhancement Lv increased.#0W	Increase Enhancement Lv	0	ITEM_TYPE_INVENTORY	415	9	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
940	Lure: Install	#-1W#4COne additional #2CLure #4Chas been installed now.#0W	Increase No. Installed	1	ITEM_TYPE_INVENTORY	416	5	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
941	Lure: Install	#-1W#4COne additional #2CLure #4Chas been installed now.#0W	Increase No. Installed	1	ITEM_TYPE_INVENTORY	416	6	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
942	Lure: Install	#-1W#4COne additional #2CLure #4Chas been installed now.#0W	Increase No. Installed	1	ITEM_TYPE_INVENTORY	416	7	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
943	Lure: Install	#-1W#4COne additional #2CLure #4Chas been installed now.#0W	Increase No. Installed	1	ITEM_TYPE_INVENTORY	416	8	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
944	Lure: Enhance	#-1W#2CLure #4CEnhancement Lv increased.#0W	Increase Enhancement Lv	0	ITEM_TYPE_INVENTORY	416	2	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
945	Lure: Enhance	#-1W#2CLure #4CEnhancement Lv increased.#0W	Increase Enhancement Lv	0	ITEM_TYPE_INVENTORY	416	3	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
946	Lure: Enhance	#-1W#2CLure #4CEnhancement Lv increased.#0W	Increase Enhancement Lv	0	ITEM_TYPE_INVENTORY	416	4	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
947	Lure: Enhance	#-1W#2CLure #4CEnhancement Lv increased.#0W	Increase Enhancement Lv	0	ITEM_TYPE_INVENTORY	416	5	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
948	Lure: Add Effect	#-1W#4CPoison effect added to #2CLure #4Cdefenses.#0W	Add Poison Effect	2	ITEM_TYPE_INVENTORY	416	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
949	Stockade: Install	#-1W#2CStockade #4Cinstalled.#0W	Install Stockade	1	ITEM_TYPE_INVENTORY	417	1	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
950	Stockade: Install	#-1W#4COne additional #2CStockade #4Chas been installed now.#0W	Increase No. Installed	1	ITEM_TYPE_INVENTORY	417	2	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
951	Stockade: Install	#-1W#4COne additional #2CStockade #4Chas been installed now.#0W	Increase No. Installed	1	ITEM_TYPE_INVENTORY	417	3	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
952	Stockade: Install	#-1W#4COne additional #2CStockade #4Chas been installed now.#0W	Increase No. Installed	1	ITEM_TYPE_INVENTORY	417	4	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
953	Stockade: Enhance	#-1W#2CStockade #4CEnhancement Lv increased.#0W	Increase Enhancement Lv	0	ITEM_TYPE_INVENTORY	417	2	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
954	Stockade: Enhance	#-1W#2CStockade #4CEnhancement Lv increased.#0W	Increase Enhancement Lv	0	ITEM_TYPE_INVENTORY	417	3	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
955	Stockade: Enhance	#-1W#2CStockade #4CEnhancement Lv increased.#0W	Increase Enhancement Lv	0	ITEM_TYPE_INVENTORY	417	4	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
956	Stockade: Enhance	#-1W#2CStockade #4CEnhancement Lv increased.#0W	Increase Enhancement Lv	0	ITEM_TYPE_INVENTORY	417	5	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
957	Stockade: Add Effect	#-1W#4CParalysis effect added to #2CStockade#4C defenses.#0W	Add Paralysis Effect	2	ITEM_TYPE_INVENTORY	417	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
958	Catapult: Install	#-1W#2CCatapult #4Cinstalled.#0W	Install Catapult	1	ITEM_TYPE_INVENTORY	418	1	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
959	Catapult: Enhance	#-1W#2CCatapult #4CEnhancement Lv increased.#0W	Increase Enhancement Lv	0	ITEM_TYPE_INVENTORY	418	2	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
960	Catapult: Enhance	#-1W#2CCatapult #4CEnhancement Lv increased.#0W	Increase Enhancement Lv	0	ITEM_TYPE_INVENTORY	418	3	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
961	Catapult: Enhance	#-1W#2CCatapult #4CEnhancement Lv increased.#0W	Increase Enhancement Lv	0	ITEM_TYPE_INVENTORY	418	4	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
962	Catapult: Enhance	#-1W#2CCatapult #4CEnhancement Lv increased.#0W	Increase Enhancement Lv	0	ITEM_TYPE_INVENTORY	418	5	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
963	Catapult: Add Effect	#-1W#4CBurn effect added to #2CCatapult#4C defense.#0W	Add Burn Effect	2	ITEM_TYPE_INVENTORY	418	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
964	Stun Gong: Create	#-1W#2CStun Gong #4Cinstalled.#0W	Install Stun Gong	1	ITEM_TYPE_INVENTORY	419	1	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
965	Stun Gong: Enhance	#-1W#2CStun Gong #4CEnhancement Lv increased.#0W	Increase Enhancement Lv	0	ITEM_TYPE_INVENTORY	419	2	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
966	Stun Gong: Enhance	#-1W#2CStun Gong #4CEnhancement Lv increased.#0W	Increase Enhancement Lv	0	ITEM_TYPE_INVENTORY	419	3	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
967	Stun Gong: Add Effect	#-1W#4CBreak effect added to #2CStun Gong#4C defense.#0W	Add Break Effect	2	ITEM_TYPE_INVENTORY	419	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
968	---		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
969	---		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
970	---		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
971	Goal Item	STR+4	Time Attack Weapon	0	EQ_WP_HALBERT	40	0	1	0	0	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	10	4	0	20	4	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0																									
972	Dana 6 Weapon	STR+4	Time Attack Weapon	0	EQ_WP_HALBERT	40	0	1	0	0	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	10	4	0	20	4	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
973	Dana 13 Weapon	STR+14	Time Attack Weapon	0	EQ_WP_HALBERT	40	0	1	0	0	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	10	14	0	20	14	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
974	Dana 20 Weapon	STR+57	Time Attack Weapon	0	EQ_WP_HALBERT	40	0	1	0	0	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	10	57	0	20	57	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
975	Dana 26 Weapon	STR+88	Time Attack Weapon	0	EQ_WP_HALBERT	40	0	1	0	0	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	10	88	0	20	88	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
976	Dana 35 Weapon	STR+136	Time Attack Weapon	0	EQ_WP_HALBERT	40	0	1	0	0	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	10	136	0	20	136	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	WEAPON_ABILITY_NONE	0	ITEMCATEGORY_NONE	0	0	0	0	0
977	---		---	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
